"STOLEN VEHICLE","2020-01-08 13:00:00","20-001656","VEHICLE THEFT - AUTO","09X","200 40TH STREET WY","Oakland","CA"
"PETTY THEFT","2020-01-09 00:00:00","20-001659","THEFT","03Y","600 12TH ST","Oakland","CA"
"BURG - AUTO","2020-01-09 18:00:00","20-001663","BURGLARY-AUTO","03X","300 8TH ST","Oakland","CA"
"THREATS","2020-01-09 19:00:00","20-001664","THREAT CRIME:INT:TERRORIZE","03Y","700 WASHINGTON ST","Oakland","CA"
"PETTY THEFT","2020-01-09 18:00:00","20-001665","THEFT","26Y","6700 INTERNATIONAL BLVD","Oakland","CA"
"BURG - AUTO","2020-01-09 19:30:00","20-001668","BURGLARY-AUTO","12X","4800 CLARKE ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-09 21:20:00","20-001669","BATTERY","03X","1000 FRANKLIN ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-08 18:30:00","20-001673","VEHICLE THEFT - AUTO","14X","400 LAGUNITAS AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-09 20:55:00","20-001674","MISD-ILL USE OF TEAR GAS/TEAR GAS WEAPON","14Y","500 MANDANA BLVD","Oakland","CA"
"ROBBERY","2020-01-09 21:45:00","20-001677","ROBBERY-FIREARM","17X","600 E 17TH ST","Oakland","CA"
"BURG - AUTO","2020-01-09 06:00:00","20-001678","BURGLARY-AUTO","19X","1200 EMBARCADERO","Oakland","CA"
"BURG - AUTO","2020-01-07 18:52:00","20-001681","BURGLARY-AUTO","22X","2800 MOUNTAIN BLVD","Oakland","CA"
"BURG - AUTO","2020-01-09 19:30:00","20-001682","BURGLARY-AUTO","12X","4700 TELEGRAPH AV","Oakland","CA"
"OTHER SEX OFFENSES","2020-01-09 22:29:00","20-001683","SEXUAL PENETRATION W/FOREIGN OBJECT W/FORCE","12X","4500 TELEGRAPH AV","Oakland","CA"
"BURG - OTHER","2020-01-09 22:40:00","20-001685","BURGLARY-FORCIBLE ENTRY","12Y","6200 COLLEGE AV","Oakland","CA"
"FELONY ASSAULT","2020-01-09 21:37:00","20-001687","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","10Y","4600 WEST ST","Oakland","CA"
"FELONY ASSAULT","2020-01-09 21:37:00","20-001687","SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","10Y","4600 WEST ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-08 23:00:00","20-001689","VEHICLE THEFT - AUTO","05Y","18TH ST & WOOD ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-10 00:05:00","20-001691","BATTERY","30X","1400 77TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-03 15:00:00","20-001692","VEHICLE THEFT - AUTO","07X","1000 34TH ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-09 16:00:00","20-001693","VEHICLE THEFT - AUTO","02X","1100 POPLAR ST","Oakland","CA"
"ROBBERY","2020-01-10 00:16:00","20-001694","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","20X","2500 INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2020-01-10 00:42:00","20-001698","BATTERY","25X","4700 MACARTHUR BLVD","Oakland","CA"
"ROBBERY","2020-01-10 00:42:00","20-001698","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","25X","4700 MACARTHUR BLVD","Oakland","CA"
"PETTY THEFT","2020-01-04 10:00:00","20-001701","THEFT","19X","1500 22ND AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-09 12:00:00","20-001704","VEHICLE THEFT - AUTO","06X","600 33RD ST","Oakland","CA"
"THREATS","2020-01-09 16:00:00","20-001705","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","32Y","2000 103RD AV","Oakland","CA"
"ROBBERY","2020-01-10 01:15:00","20-001706","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","23X","3300 E 12TH ST","Oakland","CA"
"GRAND THEFT","2020-01-10 01:00:00","20-001707","GRAND THEFT","17Y","3100 BEAUMONT AV","Oakland","CA"
"ROBBERY","2020-01-09 16:00:00","20-001708","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","03X","100 8TH ST","Oakland","CA"
"VANDALISM","2020-01-10 02:00:00","20-001709","VANDALISM","07X","2700 CHESTNUT ST","Oakland","CA"
"","2020-01-09 06:00:00","20-001710","THEFT","17X","600 E 17TH ST","Oakland","CA"
"PETTY THEFT","2019-11-21 18:45:00","20-001714","THEFT","14X","400 PERKINS ST","Oakland","CA"
"VANDALISM","2020-01-07 11:00:00","20-001717","VANDALISM:DAMAGE PROPERTY","10Y","800 41ST ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 04:45:00","20-001718","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","30Y","8100 MACARTHUR BLVD","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 04:45:00","20-001718","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","30Y","8100 MACARTHUR BLVD","Oakland","CA"
"PETTY THEFT","2020-01-04 12:19:00","20-001719","OBTAIN MONEY/ETC BY FALSE PRETENSES","12Y","5800 BIRCH CT","Oakland","CA"
"PETTY THEFT","2020-01-04 12:19:00","20-001719","STEAL FROM DEPENDENT/ELDER ADULT (UNDER $400)","12Y","5800 BIRCH CT","Oakland","CA"
"BURG - RESIDENTIAL","2020-01-10 04:00:00","20-001720","BURGLARY-FORCIBLE ENTRY","25X","3700 39TH AV","Oakland","CA"
"BURG - OTHER","2020-01-10 05:00:00","20-001721","BURGLARY-FORCIBLE ENTRY","12Y","5300 COLLEGE AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-09 21:00:00","20-001723","VEHICLE THEFT - AUTO","34X","8300 HOLLY ST","Oakland","CA"
"PETTY THEFT","2020-01-10 13:00:00","20-001805","THEFT","21Y","FRUITVALE AV & E 29TH ST","Oakland","CA"
"TOWED VEHICLE","2020-01-10 20:15:40","20-001806","FALSE REPORT OF VEHICLE THEFT WITH INTENT TO DECEIVE","26Y","1200 77TH AV","Oakland","CA"
"HOMICIDE","2020-01-10 15:10:00","20-001808","SC UNEXPLAINED DEATH","16X","900 LONGRIDGE RD","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-10 14:15:00","20-001810","BATTERY","02Y","1400 7TH ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2014-10-01 00:00:00","20-001811","OBT CREDIT/ETC:OTHER'S ID","14X","300 LENOX AV","Oakland","CA"
"FELONY ASSAULT","2020-01-10 16:00:00","20-001812","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","08X","200 28TH ST","Oakland","CA"
"FELONY ASSAULT","2020-01-10 16:00:00","20-001812","VEHICLE THEFT - AUTO","08X","200 28TH ST","Oakland","CA"
"ROBBERY","2020-01-10 14:00:00","20-001814","BURGLARY-FORCIBLE ENTRY","17Y","900 BAYVIEW AV","Oakland","CA"
"ROBBERY","2020-01-10 14:00:00","20-001814","ROBBERY-OTHER DANGEROUS WEAPON","17Y","900 BAYVIEW AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-06 22:00:00","20-001815","VEHICLE THEFT - AUTO","35X","9300 THERMAL ST","Oakland","CA"
"PETTY THEFT","2020-01-09 11:00:00","20-001816","THEFT","03X","900 FRANKLIN ST","Oakland","CA"
"DISORDERLY CONDUCT","2020-01-10 17:07:00","20-001818","DISTURB THE PEACE","10Y","800 57TH ST","Oakland","CA"
"GRAND THEFT","2020-01-10 15:08:00","20-001819","GRAND THEFT","32X","10900 INTERNATIONAL BLVD","Oakland","CA"
"GRAND THEFT","2020-01-10 15:08:00","20-001819","VANDALISM","32X","10900 INTERNATIONAL BLVD","Oakland","CA"
"MISDEMEANOR WARRANT","2020-01-10 15:53:00","20-001820","DISORDERLY CONDUCT:TOLUENE","20X","23RD AV & FORD ST","Oakland","CA"
"ROBBERY","2020-01-10 17:20:00","20-001822","ROBBERY-FIREARM","17X","1600 12TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-10 00:00:00","20-001823","VEHICLE THEFT - AUTO","24X","4200 FOOTHILL BLVD","Oakland","CA"
"OTHER","2020-01-10 18:00:00","20-001826","VIOLATION CUSTODY DECREE","10X","1000 62ND ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-09 21:00:00","20-001829","VEHICLE THEFT - AUTO","24X","2200 39TH AV","Oakland","CA"
"PETTY THEFT","2020-01-10 15:55:00","20-001831","THEFT","20X","300 23RD AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 18:21:00","20-001832","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30Y","8000 FONTAINE ST","Oakland","CA"
"ROBBERY","2020-01-10 18:50:00","20-001835","ASSAULT WITH FIREARM ON PERSON","31Y","10100 EDES AV","Oakland","CA"
"ROBBERY","2020-01-10 18:50:00","20-001835","ROBBERY-FIREARM","31Y","10100 EDES AV","Oakland","CA"
"PETTY THEFT","2020-01-09 12:00:00","20-001838","THEFT","06X","2900 WEST ST","Oakland","CA"
"","2020-01-10 19:17:00","20-001839","VEHICLE THEFT - AUTO","31Y","9900 EMPIRE RD","Oakland","CA"
"GRAND THEFT","2019-12-05 08:00:00","20-001840","OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $400]","22Y","3300 HERRIER ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-10 19:50:00","20-001844","BATTERY","17X","400 FOOTHILL BLVD","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 19:30:00","20-001845","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","04X","1400 JEFFERSON ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 20:23:00","20-001846","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","27Y","5800 AVENAL AV","Oakland","CA"
"BURG - RESIDENTIAL","2020-01-10 19:37:00","20-001847","BURGLARY-NO FORCE","26Y","1100 60TH AV","Oakland","CA"
"PETTY THEFT","2019-12-21 00:00:00","20-001848","THEFT","27Y","5900 E 17TH ST","Oakland","CA"
"FELONY ASSAULT","2020-01-10 20:11:00","20-001850","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","06X","3200 MARTIN LUTHER KING JR W","Oakland","CA"
"FELONY ASSAULT","2020-01-10 20:11:00","20-001850","SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","06X","3200 MARTIN LUTHER KING JR W","Oakland","CA"
"FELONY ASSAULT","2020-01-10 20:11:00","20-001850","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","06X","3200 MARTIN LUTHER KING JR W","Oakland","CA"
"BURG - AUTO","2020-01-10 21:37:00","20-001852","BURGLARY-AUTO","04X","1500 WEBSTER ST","Oakland","CA"
"ROBBERY","2020-01-10 21:24:00","20-001853","ASSAULT WITH FIREARM ON PERSON","10Y","6100 ADELINE ST","Oakland","CA"
"ROBBERY","2020-01-10 21:24:00","20-001853","ROBBERY-FIREARM","10Y","6100 ADELINE ST","Oakland","CA"
"ROBBERY","2020-01-10 21:55:00","20-001854","ROBBERY-OTHER DANGEROUS WEAPON","29X","6200 SEMINARY AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-10 22:15:00","20-001857","BATTERY","27X","4800 FOOTHILL BLVD","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 20:30:00","20-001859","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","32X","1300 99TH AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 22:40:00","20-001861","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","18Y","2200 21ST AV","Oakland","CA"
"BURG - AUTO","2012-01-10 00:00:00","20-001862","BURGLARY-AUTO","09X","5100 BROADWAY","Oakland","CA"
"RECOVERED O/S STOLEN","2020-01-10 23:45:00","20-001866","VEHICLE THEFT - AUTO","19X","2300 EMBARCADERO","Oakland","CA"
"KIDNAPPING","2019-11-19 09:00:00","20-001867","SC KIDNAPPING","35X","8900 LAWLOR ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-10 23:17:00","20-001869","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","02X","600 MARKET ST","Oakland","CA"
"BURG - AUTO","2020-01-10 23:00:00","20-001870","BURGLARY-AUTO","09X","3800 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-01-10 23:30:00","20-001873","BURGLARY-AUTO","03X","1200 HARRISON ST","Oakland","CA"
"ROBBERY","2020-01-11 00:40:00","20-001874","ASSAULT WITH FIREARM ON PERSON","02Y","1000 WOOD ST","Oakland","CA"
"ROBBERY","2020-01-11 00:40:00","20-001874","ROBBERY/INHABITED DWELLING - FIREARM","02Y","1000 WOOD ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 00:12:00","20-001875","BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC W/INJURY","02Y","1000 WILLOW ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 00:12:00","20-001875","OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC","02Y","1000 WILLOW ST","Oakland","CA"
"RECOVERED O/S STOLEN","2020-01-11 02:13:00","20-001876","VEHICLE THEFT - AUTO","16Y","1000 NORWOOD AV","Oakland","CA"
"FELONY ASSAULT","2020-01-11 01:37:00","20-001877","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","20X","1800 28TH AV","Oakland","CA"
"VANDALISM","2020-01-11 00:50:00","20-001878","VANDALISM","03X","1000 BROADWAY","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 02:00:00","20-001879","BATTERY","04X","400 14TH ST","Oakland","CA"
"VANDALISM","2020-01-10 15:16:00","20-001881","VANDALISM-$400+","24Y","3200 35TH AV","Oakland","CA"
"DISORDERLY CONDUCT","2020-01-11 02:40:00","20-001883","DISTURB THE PEACE","31Z","10800 PEARMAIN ST","Oakland","CA"
"ROBBERY","2020-01-11 03:39:00","20-001885","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","07X","900 W GRAND AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 03:56:00","20-001886","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","35X","9400 MACARTHUR BLVD","Oakland","CA"
"","2020-01-11 02:00:00","20-001887","BATTERY","34X","9000 INTERNATIONAL BLVD","Oakland","CA"
"","2020-01-11 02:00:00","20-001887","SODOMY:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT","34X","9000 INTERNATIONAL BLVD","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 17:50:00","20-001889","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","01X","200 MADISON ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 17:50:00","20-001889","VANDALISM","01X","200 MADISON ST","Oakland","CA"
"FELONY ASSAULT","2020-01-11 04:00:00","20-001890","ASSAULT WITH FIREARM ON PERSON","19X","1600 E 12TH ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-10 16:00:00","20-001891","VEHICLE THEFT - AUTO","35Y","KELLER AV & MOUNTAIN BLVD","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 05:33:00","20-001892","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30Y","7500 STERLING DR","Oakland","CA"
"FELONY ASSAULT","2020-01-11 05:07:00","20-001895","ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER","30X","1400 77TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-09 15:00:00","20-001896","VEHICLE THEFT - AUTO","05Y","1700 17TH ST","Oakland","CA"
"FELONY ASSAULT","2020-01-11 07:59:00","20-001899","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","35X","9400 MACARTHUR BLVD","Oakland","CA"
"STOLEN VEHICLE","2020-01-09 21:00:00","20-001903","VEHICLE THEFT - AUTO","26Y","1200 SEMINARY AV","Oakland","CA"
"ROBBERY","2020-01-09 12:00:00","20-001904","ASSAULT WITH FIREARM ON PERSON","20X","3000 E 9TH ST","Oakland","CA"
"ROBBERY","2020-01-09 12:00:00","20-001904","ROBBERY-FIREARM","20X","3000 E 9TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 08:00:00","20-001905","BATTERY","04X","500 16TH ST","Oakland","CA"
"VANDALISM","2020-01-10 23:00:00","20-001907","VANDALISM (AMENDED)","21Y","2900 SCHOOL ST","Oakland","CA"
"FELONY ASSAULT","2020-01-11 01:16:00","20-001909","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","04X","1800 SAN PABLO AV","Oakland","CA"
"BURG - COMMERCIAL","2020-01-10 19:12:00","20-001910","BURGLARY-FORCIBLE ENTRY","09X","4200 BROADWAY","Oakland","CA"
"ROBBERY","2020-01-11 09:00:00","20-001911","ROBBERY-KNIFE OR CUTTING INSTRUMENT","13Z","1900 MOUNTAIN BLVD","Oakland","CA"
"VANDALISM","2020-01-11 07:00:00","20-001912","VANDALISM","21X","1900 IRVING AV","Oakland","CA"
"VANDALISM","2020-01-11 07:00:00","20-001912","VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE","21X","1900 IRVING AV","Oakland","CA"
"HOMICIDE","2020-01-11 08:30:00","20-001913","SC UNEXPLAINED DEATH","24Y","4200 PORTER ST","Oakland","CA"
"DISORDERLY CONDUCT","2020-01-11 10:04:00","20-001917","DISTURB THE PEACE","07X","2300 SAN PABLO AV","Oakland","CA"
"PETTY THEFT","2020-01-11 09:51:00","20-001918","BATTERY","32Y","2500 DURANT AV","Oakland","CA"
"PETTY THEFT","2020-01-11 09:51:00","20-001918","DAMAGE/ETC/USE/ETC POWER CONNECTING LINES-MISD","32Y","2500 DURANT AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-10 17:30:00","20-001920","VEHICLE THEFT - AUTO","33X","1000 84TH AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 05:00:00","20-001921","BATTERY","21Y","2400 34TH AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 05:00:00","20-001921","CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC","21Y","2400 34TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 09:37:00","20-001922","VEHICLE THEFT - AUTO","29X","2600 63RD AV","Oakland","CA"
"HOMICIDE","2020-01-11 10:15:00","20-001923","SC UNEXPLAINED DEATH","19X","1000 9TH AV","Oakland","CA"
"VANDALISM","2020-01-11 10:25:00","20-001924","VANDALISM","32Y","10800 MACARTHUR BLVD","Oakland","CA"
"EMBEZZLEMENT","2019-12-23 08:00:00","20-001925","EMBEZZLE LEASED/RENTED VEHICLE","08X","3000 BROADWAY","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 10:39:00","20-001926","SC BATTERY","20X","2700 INTERNATIONAL BLVD","Oakland","CA"
"GRAND THEFT","2019-12-02 10:00:00","20-001928","GRAND THEFT","21Y","2600 COOLIDGE AV","Oakland","CA"
"GRAND THEFT","2019-12-02 10:00:00","20-001928","USE OTHERS ID:CREDIT/ETC","21Y","2600 COOLIDGE AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 11:17:00","20-001929","BATTERY","30X","7200 INTERNATIONAL BLVD","Oakland","CA"
"BURG - OTHER","2020-01-10 21:00:00","20-001937","BURGLARY-FORCIBLE ENTRY","24Y","2400 HUMBOLDT AV","Oakland","CA"
"FELONY ASSAULT","2020-01-11 11:19:00","20-001938","ADW WITH FORCE: POSSIBLE GBI","26X","4700 COLISEUM WY","Oakland","CA"
"FELONY ASSAULT","2020-01-11 11:19:00","20-001938","EXHIBIT FIREARM","26X","4700 COLISEUM WY","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 11:00:00","20-001941","BATTERY","03X","800 FRANKLIN ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-10 11:00:00","20-001941","CRUELTY TO ELDER/DEPENDANT ADULT:GBI/DEATH LIKELY","03X","800 FRANKLIN ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-10 06:25:00","20-001943","VEHICLE THEFT - AUTO","26Y","SNELL ST & 75TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-03 12:00:00","20-001944","VEHICLE THEFT - AUTO","18Y","2500 19TH AV","Oakland","CA"
"","2020-01-11 12:21:00","20-001945","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","15X","300 E 18TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 12:00:00","20-001946","DISTURB THE PEACE","14X","300 GRAND AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 12:30:00","20-001947","BATTERY","32X","1400 102ND AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-10 22:00:00","20-001948","VEHICLE THEFT - AUTO","30Y","2600 73RD AV","Oakland","CA"
"BURG - RESIDENTIAL","2020-01-11 01:20:00","20-001952","BURGLARY-FORCIBLE ENTRY","18Y","2000 E 28TH ST","Oakland","CA"
"BURG - AUTO","2020-01-08 03:00:00","20-001953","BURGLARY-AUTO","31Y","8400 EDES AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 13:45:00","20-001955","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","04X","600 14TH ST","Oakland","CA"
"PETTY THEFT","2020-01-10 06:30:00","20-001956","THEFT","23X","3900 ALAMEDA AV","Oakland","CA"
"DISORDERLY CONDUCT","2020-06-01 00:00:00","20-001960","DISORDERLY CONDUCT:LODGE WITHOUT CONSENT","12X","500 41ST ST","Oakland","CA"
"VANDALISM","2020-01-11 14:32:00","20-001961","BATTERY","30X","HAVENSCOURT BLVD & ARTHUR ST","Oakland","CA"
"VANDALISM","2020-01-11 14:32:00","20-001961","VANDALISM","30X","HAVENSCOURT BLVD & ARTHUR ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 15:00:00","20-001962","THREAT CRIME:INT:TERRORIZE","02X","800 13TH ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 15:00:00","20-001962","VANDALISM (AMENDED)","02X","800 13TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 12:47:00","20-001963","BATTERY","32X","1400 102ND AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 12:45:00","20-001964","VEHICLE THEFT - AUTO","31Y","300 CLARA ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 15:58:00","20-001965","VEHICLE THEFT - AUTO","77X","8400 BURR ST","Oakland","CA"
"PETTY THEFT","2020-01-10 22:34:00","20-001968","THEFT","01X","100 4TH ST","Oakland","CA"
"FELONY ASSAULT","2020-01-11 17:00:00","20-001970","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","77X","12TH ST& LAKE MERRITT BLVD","Oakland","CA"
"PETTY THEFT","2020-01-10 18:30:00","20-001976","THEFT","05X","1100 16TH ST","Oakland","CA"
"RECOVERED O/S STOLEN","2020-01-11 07:24:00","20-001980","VEHICLE THEFT - AUTO","27Y","1400 56TH AV","Oakland","CA"
"STOLEN VEHICLE","2019-12-24 12:48:00","20-001981","VEHICLE THEFT - AUTO","31X","8100 OAKPORT ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 17:50:00","20-001984","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","33X","1000 87TH AV","Oakland","CA"
"ROBBERY","2020-01-11 18:00:00","20-001985","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","19X","700 INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2020-01-11 18:00:00","20-001988","CARJACKING WITH OTHER DANGEROUS WEAPON","22X","3300 FRUITVALE AV","Oakland","CA"
"HOMICIDE","2020-01-11 18:43:00","20-001991","SC UNEXPLAINED DEATH","12X","4100 OPAL ST","Oakland","CA"
"GRAND THEFT","2020-01-11 19:03:00","20-001994","GRAND THEFT","12X","4900 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-01-11 18:00:00","20-001998","BURGLARY-AUTO","01X","100 FRANKLIN ST","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 20:11:00","20-002000","VIOLATE PROTECTIVE ORDER:DOMESTIC VIOLENCE:W/PRIOR","33X","1200 88TH AV","Oakland","CA"
"GRAND THEFT","2020-01-11 16:40:00","20-002003","GRAND THEFT FROM PERSON","10X","6300 SAN PABLO AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-09 21:00:00","20-002005","ASSAULT","12Y","KEITH AV & PRESLEY WY","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 19:00:00","20-002007","VEHICLE THEFT - AUTO","01X","400 WEBSTER ST","Oakland","CA"
"BURG - AUTO","2020-01-11 19:00:00","20-002009","BURGLARY-AUTO","01X","00 JACK LONDON SQ","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-11 21:15:00","20-002012","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","34X","9400 BIRCH ST","Oakland","CA"
"VANDALISM","2020-01-11 21:20:00","20-002013","BATTERY","27X","5100 YGNACIO AV","Oakland","CA"
"VANDALISM","2020-01-11 21:20:00","20-002013","VANDALISM","27X","5100 YGNACIO AV","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 18:00:00","20-002016","VEHICLE THEFT - AUTO","20X","1200 29TH AV","Oakland","CA"
"PETTY THEFT","2020-01-11 09:30:00","20-002017","THEFT","02X","100 ADELINE ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 22:00:00","20-002018","BATTERY","30X","7000 ARTHUR ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 20:30:00","20-002019","VEHICLE THEFT - AUTO","21Y","2600 PLEASANT ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-11 22:26:00","20-002020","BATTERY","21Y","2900 E 23RD ST","Oakland","CA"
"NARCOTICS","2020-01-11 22:02:00","20-002023","POSSESS NARCOTIC CONTROLLED SUBSTANCE","07X","800 MEAD AV","Oakland","CA"
"FELONY ASSAULT","2020-01-11 22:11:00","20-002024","ASSAULT WITH FIREARM ON PERSON","77X","23RD ST","Oakland","CA"
"STOLEN VEHICLE","2020-01-11 21:00:00","20-002025","VEHICLE THEFT - AUTO","32Y","9800 MACARTHUR BLVD","Oakland","CA"
"RECOVERED O/S STOLEN","2020-01-11 23:23:00","20-002028","VEHICLE THEFT - AUTO","32Y","2600 TRUMAN AV","Oakland","CA"
"CURFEW & LOITERING","2020-01-12 22:51:00","20-002030","TRESPASS:OCCUPY PROPERTY W/O CONSENT","25Y","4600 ROCKINGHAM CT","Oakland","CA"
"FELONY ASSAULT","2020-01-12 23:48:00","20-002033","ASSAULT WITH FIREARM ON PERSON","19X","600 INTERNATIONAL BLVD","Oakland","CA"
"BURG - AUTO","2020-01-11 21:00:00","20-002036","BURGLARY-AUTO","04X","14TH ST & FRANKLIN ST","Oakland","CA"
"PETTY THEFT","2020-01-12 00:30:00","20-002037","THEFT","19X","500 INTERNATIONAL BLVD","Oakland","CA"
"VANDALISM","2020-01-11 22:30:00","20-002038","VANDALISM","35X","8600 MACARTHUR BLVD","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-12 01:02:00","20-002039","BATTERY","04X","2100 FRANKLIN ST","Oakland","CA"
"RECOVERED O/S STOLEN","2020-01-12 01:15:00","20-002040","POSS STOLEN VEH/VES/ETC","23X","4200 INTERNATIONAL BLVD","Oakland","CA"
"RECOVERED O/S STOLEN","2020-01-12 01:15:00","20-002040","VEHICLE THEFT - AUTO","23X","4200 INTERNATIONAL BLVD","Oakland","CA"
