"OTHER","2019-12-18 13:00:00","20-902362","MAIL/ETC THEFT/ETC","25X","3700 VIRDEN AV","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-18 17:50:00","20-902363","FORGERY","04X","19TH ST & BROADWAY","Oakland","CA"
"VANDALISM","2019-12-14 16:00:00","20-902364","VANDALISM","21X","3000 23RD AV","Oakland","CA"
"VANDALISM","2019-12-25 23:55:00","20-902365","VANDALISM","04X","300 14TH ST","Oakland","CA"
"VANDALISM","2019-12-25 11:15:00","20-902366","VANDALISM","77X","ELLITA AV","Oakland","CA"
"VANDALISM","2019-12-24 07:00:00","20-902367","VANDALISM","02Y","14TH ST & CENTER ST","Oakland","CA"
"VANDALISM","2019-12-24 10:00:00","20-902368","VANDALISM","18Y","2900 22ND AV","Oakland","CA"
"FRAUD","2019-12-27 20:40:00","20-902369","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","30X","6800 ARTHUR ST","Oakland","CA"
"VANDALISM","2019-12-27 20:07:00","20-902370","VANDALISM","77X","49TH ST","Oakland","CA"
"PETTY THEFT","2020-01-16 21:00:00","20-902371","THEFT","23X","3900 ALAMEDA AV","Oakland","CA"
"OTHER","2019-12-09 16:00:00","20-902372","MAIL/ETC THEFT/ETC","17X","500 E 20TH ST","Oakland","CA"
"VANDALISM","2019-12-30 21:00:00","20-902373","VANDALISM","04X","400 17TH ST","Oakland","CA"
"OTHER","2019-12-30 18:00:00","20-902374","MAIL/ETC THEFT/ETC","08X","500 37TH ST","Oakland","CA"
"OTHER","2019-12-31 06:30:00","20-902375","MAIL/ETC THEFT/ETC","06X","700 APGAR ST","Oakland","CA"
"VANDALISM","2019-12-31 03:00:00","20-902376","VANDALISM","25X","3700 GREEN ACRE RD","Oakland","CA"
"OTHER","2019-12-30 03:30:00","20-902377","MAIL/ETC THEFT/ETC","16Y","1300 BATES RD","Oakland","CA"
"VANDALISM","2019-10-13 22:15:00","20-902378","VANDALISM","12Y","400 CLIFTON ST","Oakland","CA"
"FRAUD","2019-12-31 12:05:00","20-902379","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","12Y","6300 COLLEGE AV","Oakland","CA"
"FRAUD","2019-12-30 21:35:00","20-902380","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","04X","1800 TELEGRAPH AV","Oakland","CA"
"VANDALISM","2019-12-10 10:30:00","20-902381","VANDALISM","22X","DIMOND AV & MACARTHUR BLVD","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-06 14:30:00","20-902382","THEFT BY USE OF ACCESS CARD","16X","LAKE PARK AV & LAKESHORE AV","Oakland","CA"
"OTHER","2019-12-30 10:00:00","20-902383","MAIL/ETC THEFT/ETC","05X","800 20TH ST","Oakland","CA"
"GRAND THEFT","2019-12-29 12:00:00","20-902384","GRAND THEFT","04X","300 22ND ST","Oakland","CA"
"VANDALISM","2019-12-31 09:50:00","20-902385","VANDALISM","14X","500 GRAND AV","Oakland","CA"
"VANDALISM","2019-12-29 07:30:00","20-902386","VANDALISM","04X","18TH ST & TELEGRAPH AV","Oakland","CA"
"PETTY THEFT","2019-12-30 21:40:00","20-902388","THEFT","77X","ELLINGTON WY","Oakland","CA"
"VANDALISM","2019-12-31 00:00:00","20-902389","VANDALISM","22X","3800 HANLY RD","Oakland","CA"
"VANDALISM","2019-12-30 18:11:00","20-902390","VANDALISM","01X","00 CLAY ST","Oakland","CA"
"VANDALISM","2019-12-30 21:00:00","20-902391","VANDALISM","12X","49TH ST & TELEGRAPH AV","Oakland","CA"
"VANDALISM","2019-12-30 02:00:00","20-902392","VANDALISM","30X","7700 INTERNATIONAL BLVD","Oakland","CA"
"FRAUD","2019-12-31 09:15:00","20-902393","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","34X","9400 INTERNATIONAL BLVD","Oakland","CA"
"BURG - AUTO","2020-01-20 18:40:00","20-902394","BURGLARY-AUTO","12Y","6300 COLLEGE AV","Oakland","CA"
"VANDALISM","2019-12-30 18:30:00","20-902395","VANDALISM","12Y","5600 OAK GROVE AV","Oakland","CA"
"VANDALISM","2019-12-30 22:30:00","20-902396","VANDALISM","12Y","5300 COLLEGE AV","Oakland","CA"
"BURG - AUTO","2020-01-20 11:00:00","20-902397","BURGLARY-AUTO","04X","500 17TH ST","Oakland","CA"
"BURG - AUTO","2020-01-20 08:15:00","20-902398","BURGLARY-AUTO","08X","2900 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-01-20 18:45:00","20-902399","BURGLARY-AUTO","09X","4000 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-01-20 11:50:00","20-902400","BURGLARY-AUTO","02Y","1400 7TH ST","Oakland","CA"
"BURG - AUTO","2020-01-20 16:00:00","20-902401","BURGLARY-AUTO","22X","3900 RHODA AV","Oakland","CA"
"BURG - AUTO","2020-01-20 09:45:00","20-902402","BURGLARY-AUTO","03Y","500 8TH ST","Oakland","CA"
"BURG - AUTO","2020-01-20 18:00:00","20-902403","BURGLARY-AUTO","12X","400 48TH ST","Oakland","CA"
"BURG - AUTO","2020-01-19 22:15:00","20-902404","BURGLARY-AUTO","13X","5900 MARGARIDO DR","Oakland","CA"
"BURG - AUTO","2020-01-18 18:05:00","20-902405","BURGLARY-AUTO","31Y","200 HEGENBERGER RD","Oakland","CA"
"BURG - AUTO","2020-01-20 16:30:00","20-902406","BURGLARY-AUTO","08X","300 HAWTHORNE AV","Oakland","CA"
"VANDALISM","2019-12-28 07:15:00","20-902407","VANDALISM","10X","900 61ST ST","Oakland","CA"
"BURG - AUTO","2020-01-16 13:30:00","20-902408","BURGLARY-AUTO","07X","3200 PERALTA ST","Oakland","CA"
"BURG - AUTO","2020-01-19 21:00:00","20-902409","BURGLARY-AUTO","22X","CAMINO LENADA ST","Oakland","CA"
"BURG - AUTO","2020-01-18 19:00:00","20-902410","BURGLARY-AUTO","04X","17TH ST & CLAY ST","Oakland","CA"
"BURG - AUTO","2020-01-20 15:50:00","20-902411","BURGLARY-AUTO","07X","2900 CHESTNUT ST","Oakland","CA"
"BURG - AUTO","2020-01-20 15:00:00","20-902412","BURGLARY-AUTO","08X","2600 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-01-19 14:50:00","20-902413","BURGLARY-AUTO","22Y","2900 CALIFORNIA ST","Oakland","CA"
"BURG - AUTO","2020-01-19 21:10:00","20-902414","BURGLARY-AUTO","04X","1700 JEFFERSON ST","Oakland","CA"
"BURG - AUTO","2020-01-20 20:00:00","20-902931","BURGLARY-AUTO","14Y","3700 GRAND AV","Oakland","CA"
"BURG - AUTO","2020-01-20 20:00:00","20-902932","BURGLARY-AUTO","12X","4900 CLARKE ST","Oakland","CA"
"BURG - AUTO","2020-01-20 22:50:00","20-902933","BURGLARY-AUTO","35X","2300 83RD AV","Oakland","CA"
"BURG - AUTO","2020-01-20 21:00:00","20-902934","BURGLARY-AUTO","12X","40TH ST & MANILA AV","Oakland","CA"
"BURG - AUTO","2020-01-20 19:00:00","20-902935","BURGLARY-AUTO","08X","400 W GRAND AV","Oakland","CA"
"BURG - AUTO","2020-01-20 18:00:00","20-902936","BURGLARY-AUTO","08X","2400 WEBSTER ST","Oakland","CA"
"BURG - AUTO","2020-01-20 19:20:00","20-902937","BURGLARY-AUTO","08X","40TH ST & WEBSTER ST","Oakland","CA"
"BURG - AUTO","2020-01-20 15:00:00","20-902938","BURGLARY-AUTO","01X","200 HARRISON ST","Oakland","CA"
"BURG - AUTO","2020-01-17 20:30:00","20-902939","BURGLARY-AUTO","03X","300 9TH ST","Oakland","CA"
"BURG - AUTO","2020-01-17 19:35:00","20-902940","BURGLARY-AUTO","77X","BIRCH ST","Oakland","CA"
"BURG - AUTO","2020-01-16 17:15:00","20-902941","BURGLARY-AUTO","08X","300 HAWTHORNE AV","Oakland","CA"
"BURG - AUTO","2020-01-17 19:00:00","20-902942","BURGLARY-AUTO","12X","300 40TH ST","Oakland","CA"
"BURG - AUTO","2020-01-17 18:00:00","20-902943","BURGLARY-AUTO","12Y","5400 KALES AV","Oakland","CA"
"BURG - AUTO","2020-01-17 12:35:00","20-902944","BURGLARY-AUTO","12Y","5300 CLAREMONT AV","Oakland","CA"
"BURG - AUTO","2020-01-17 18:00:00","20-902945","BURGLARY-AUTO","12Y","COLLEGE AV & CHABOT RD","Oakland","CA"
"BURG - AUTO","2020-01-17 17:20:00","20-902946","BURGLARY-AUTO","21Y","3000 BROOKDALE AV","Oakland","CA"
"BURG - AUTO","2020-01-17 19:10:00","20-902947","BURGLARY-AUTO","06X","600 27TH ST","Oakland","CA"
"BURG - AUTO","2020-01-16 03:10:00","20-902948","BURGLARY-AUTO","14X","300 MACARTHUR BLVD","Oakland","CA"
"BURG - AUTO","2020-01-15 18:50:00","20-902949","BURGLARY-AUTO","04X","500 W GRAND AV","Oakland","CA"
"BURG - AUTO","2020-01-17 15:00:00","20-902950","BURGLARY-AUTO","14X","600 BELLEVUE AV","Oakland","CA"
"BURG - AUTO","2020-01-16 22:25:00","20-902951","BURGLARY-AUTO","21X","2300 FOOTHILL BLVD","Oakland","CA"
"BURG - AUTO","2020-01-14 17:35:00","20-902952","BURGLARY-AUTO","13Z","6200 ANTIOCH ST","Oakland","CA"
"BURG - AUTO","2020-01-17 14:30:00","20-902953","BURGLARY-AUTO","19X","1000 COTTON ST","Oakland","CA"
"BURG - AUTO","2020-01-17 09:49:00","20-902954","BURGLARY-AUTO","03Y","500 11TH ST","Oakland","CA"
"BURG - AUTO","2020-01-16 11:30:00","20-902955","BURGLARY-AUTO","02X","100 ADELINE ST","Oakland","CA"
"BURG - AUTO","2020-01-17 00:10:00","20-902956","BURGLARY-AUTO","25X","3600 MONTEREY BLVD","Oakland","CA"
"BURG - AUTO","2020-01-16 20:00:00","20-902957","BURGLARY-AUTO","04X","500 19TH ST","Oakland","CA"
"BURG - AUTO","2020-01-17 12:00:00","20-902958","BURGLARY-AUTO","04X","1700 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-01-17 07:50:00","20-902959","BURGLARY-AUTO","08X","2900 SUMMIT ST","Oakland","CA"
"BURG - AUTO","2020-01-16 17:45:00","20-902960","BURGLARY-AUTO","12Y","5900 CHABOT RD","Oakland","CA"
"BURG - AUTO","2020-01-16 18:00:00","20-902961","BURGLARY-AUTO","03X","WEBSTER ST & 14TH ST","Oakland","CA"
"BURG - AUTO","2020-01-16 19:00:00","20-902962","BURGLARY-AUTO","01X","500 3RD ST","Oakland","CA"
"BURG - AUTO","2020-01-16 10:30:00","20-902963","BURGLARY-AUTO","77X","SHELLMOUND ST IKEA PARKING LOT","Oakland","CA"
"BURG - AUTO","2020-01-16 23:20:00","20-902964","BURGLARY-AUTO","03X","1100 MADISON ST","Oakland","CA"
"BURG - AUTO","2020-01-15 13:00:00","20-902965","BURGLARY-AUTO","12Y","5100 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-01-16 16:12:00","20-902966","BURGLARY-AUTO","01X","100 CLAY ST","Oakland","CA"
"BURG - AUTO","2020-01-16 13:50:00","20-902967","BURGLARY-AUTO","04X","2200 BROADWAY","Oakland","CA"
"BURG - AUTO","2020-01-16 20:00:00","20-902968","BURGLARY-AUTO","08X","2900 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2020-01-16 21:10:00","20-902969","BURGLARY-AUTO","77X","W GRAND AVE","Oakland","CA"
"BURG - AUTO","2020-01-16 20:30:00","20-902970","BURGLARY-AUTO","77X","12TH STREET","Oakland","CA"
"BURG - AUTO","2020-01-16 20:00:00","20-902971","BURGLARY-AUTO","01X","3RD ST & WASHINGTON ST","Oakland","CA"
"VANDALISM","2019-12-28 17:30:00","20-902972","VANDALISM","04X","17TH ST & CLAY ST","Oakland","CA"
"VANDALISM","2019-12-28 22:30:00","20-902973","VANDALISM","11X","500 52ND ST","Oakland","CA"
"VANDALISM","2019-12-28 18:30:00","20-902974","VANDALISM","08X","2600 BROADWAY","Oakland","CA"
"VANDALISM","2019-12-21 01:30:00","20-902975","VANDALISM","03X","900 FRANKLIN ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-16 11:10:00","20-902976","MAKE/PASS FICTITIOUS CHECK","31X","300 HEGENBERGER RD","Oakland","CA"
"VANDALISM","2019-12-28 19:30:00","20-902977","VANDALISM","08X","2500 BROADWAY","Oakland","CA"
"OTHER","2019-12-26 15:55:00","20-902978","MAIL/ETC THEFT/ETC","10Y","900 41ST ST","Oakland","CA"
"OTHER","2019-12-27 08:50:00","20-902979","MAIL/ETC THEFT/ETC","01X","200 3RD ST","Oakland","CA"
"VANDALISM","2019-12-29 11:30:00","20-902980","VANDALISM","77X","GRAND AVE","Oakland","CA"
"PETTY THEFT","2019-12-27 23:59:00","20-902981","THEFT BY USE OF ACCESS CARD","24Y","4200 SUTER ST","Oakland","CA"
"VANDALISM","2019-12-29 12:00:00","20-902982","VANDALISM","12X","400 43RD ST","Oakland","CA"
"VANDALISM","2019-12-28 23:30:00","20-902984","VANDALISM","77X","17TH ST","Oakland","CA"
"VANDALISM","2019-12-28 21:30:00","20-902985","VANDALISM","77X","TELEGRAPH AVE","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-27 14:45:00","20-902989","THEFT BY USE OF ACCESS CARD","25X","4000 MACARTHUR BLVD","Oakland","CA"
"OTHER","2019-12-29 12:15:00","20-902990","MAIL/ETC THEFT/ETC","16X","3200 LAKESHORE AV","Oakland","CA"
"VANDALISM","2019-12-29 19:30:00","20-902991","VANDALISM","04X","2100 FRANKLIN ST","Oakland","CA"
"VANDALISM","2019-12-30 03:00:00","20-902992","VANDALISM","19X","1200 INTERNATIONAL BLVD","Oakland","CA"
"VANDALISM","2019-12-16 19:30:00","20-902993","VANDALISM","77X","COLLEGE AVE","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-24 17:40:00","20-902994","MAIL/ETC THEFT/ETC","13Z","7100 SARONI DR","Oakland","CA"
"VANDALISM","2019-12-28 16:00:00","20-902995","VANDALISM","26Y","800 81ST AV","Oakland","CA"
"VANDALISM","2019-12-26 20:00:00","20-902996","VANDALISM","03Y","1000 JEFFERSON ST","Oakland","CA"
"VANDALISM","2019-12-29 08:50:00","20-902997","VANDALISM","21X","2300 E 30TH ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-30 12:55:00","20-902998","MAKE/PASS FICTITIOUS CHECK","77X","99TH AVE","Oakland","CA"
"VANDALISM","2019-12-20 21:30:00","20-902999","VANDALISM","04X","300 19TH ST","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-30 13:45:00","20-903000","MAKE/PASS FICTITIOUS CHECK","77X","99TH AVE","Oakland","CA"
"VANDALISM","2019-12-25 04:00:00","20-903001","VANDALISM","16X","4200 BALFOUR AV","Oakland","CA"
"FRAUD","2019-12-30 13:50:00","20-903002","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","11X","700 AILEEN ST","Oakland","CA"
"GRAND THEFT","2019-12-28 12:04:00","20-903003","MAIL/ETC THEFT/ETC","10Y","5600 MARKET ST","Oakland","CA"
"VANDALISM","2019-12-27 19:00:00","20-903004","VANDALISM","12X","400 40TH ST","Oakland","CA"
"GRAND THEFT","2019-12-10 14:55:00","20-903005","MAIL/ETC THEFT/ETC","32X","1000 102ND AV","Oakland","CA"
"FORGERY & COUNTERFEITING","2019-12-04 10:30:00","20-903006","FORGERY","30Y","6900 FOOTHILL BLVD","Oakland","CA"
"VANDALISM","2019-12-19 19:30:00","20-903007","VANDALISM","22X","2400 PALMETTO ST","Oakland","CA"
"VANDALISM","2019-12-30 16:05:00","20-903008","VANDALISM","01X","3RD ST & JEFFERSON ST","Oakland","CA"
"VANDALISM","2019-12-30 13:15:00","20-903009","VANDALISM","26Y","800 69TH AV","Oakland","CA"
"VANDALISM","2019-12-30 18:00:00","20-903010","VANDALISM","77X","GLEN AVE/LINDA AVE","Oakland","CA"
"VANDALISM","2019-12-30 18:45:00","20-903011","VANDALISM","12X","5000 TELEGRAPH AV","Oakland","CA"
"VANDALISM","2019-12-30 18:15:00","20-903012","VANDALISM","08X","300 38TH ST","Oakland","CA"
"VANDALISM","2019-12-30 19:30:00","20-903013","VANDALISM","09X","3900 BROADWAY","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 08:35:00","20-031661","VEHICLE THEFT - AUTO","02Y","1400 8TH ST","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 19:30:00","20-031664","VEHICLE THEFT - AUTO","32Y","2000 102ND AV","Oakland","CA"
"ROBBERY","2020-06-29 02:45:00","20-031666","ROBBERY-FIREARM","24X","2200 35TH AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 08:44:00","20-031667","SC BATTERY","30X","7600 LOCKWOOD ST","Oakland","CA"
"VANDALISM","2020-06-27 21:41:00","20-031669","VANDALISM","14Y","3200 LAKESHORE AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 00:00:00","20-031670","VEHICLE THEFT - AUTO","19X","1900 INTERNATIONAL BLVD","Oakland","CA"
"STOLEN VEHICLE","2020-06-25 16:00:00","20-031671","VEHICLE THEFT - AUTO","11X","5800 SHATTUCK AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 20:00:00","20-031674","VEHICLE THEFT - AUTO","20X","2800 GLASCOCK ST","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 20:00:00","20-031678","VEHICLE THEFT - AUTO","04X","17TH ST & BROADWAY","Oakland","CA"
"PETTY THEFT","2020-06-26 18:00:00","20-031680","THEFT","08X","400 ORANGE ST","Oakland","CA"
"STOLEN VEHICLE","2020-06-27 18:00:00","20-031685","VEHICLE THEFT - AUTO","02Y","300 CENTER ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 09:59:00","20-031686","BATTERY","33X","1200 88TH AV","Oakland","CA"
"DISORDERLY CONDUCT","2020-06-29 09:20:00","20-031689","FIGHT/CHALLENGE IN PUBLIC PLACE","26Y","900 76TH AV","Oakland","CA"
"NARCOTICS","2020-06-22 12:18:00","20-031690","POSSESS CONTROLLED SUBSTANCE","77X","NOT GIVEN","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 17:00:00","20-031691","VEHICLE THEFT - AUTO","06X","700 32ND ST","Oakland","CA"
"ROBBERY","2020-06-29 10:49:00","20-031699","ROBBERY-OTHER DANGEROUS WEAPON","08X","3400 TELEGRAPH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 05:00:00","20-031700","VEHICLE THEFT - AUTO","04X","1800 FRANKLIN ST","Oakland","CA"
"OTHER","2020-06-29 10:54:00","20-031702","THREAT CRIME:INT:TERRORIZE","32X","9800 WALNUT ST","Oakland","CA"
"CURFEW & LOITERING","2018-01-01 00:00:00","20-031704","TRESPASS:POSTED LAND:REFUSE TO LEAVE","10X","5900 SAN PABLO AV","Oakland","CA"
"PETTY THEFT","2020-06-28 13:59:00","20-031705","THEFT","25Y","00 KNOLL RIDGE WY","Oakland","CA"
"STOLEN VEHICLE","2020-06-26 13:00:00","20-031706","SC STOLEN VEHICLE - OTHER VEHICLES","27X","1400 HIGH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 11:28:00","20-031709","BATTERY","32Y","10500 VOLTAIRE AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-24 20:00:00","20-031710","VEHICLE THEFT - AUTO","04X","600 WILLIAM ST","Oakland","CA"
"PETTY THEFT","2020-03-15 00:00:00","20-031711","THEFT","13Z","6700 EVERGREEN AV","Oakland","CA"
"HOMICIDE","2020-06-29 11:58:00","20-031712","SC UNEXPLAINED DEATH","30X","7600 LOCKWOOD ST","Oakland","CA"
"BURG - AUTO","2020-06-25 14:00:00","20-031713","BURGLARY-AUTO","02X","700 MANDELA PKWY","Oakland","CA"
"BURG - RESIDENTIAL","2020-06-29 11:55:00","20-031717","BURGLARY-NO FORCE","24X","3500 GALINDO ST","Oakland","CA"
"VANDALISM","2020-06-27 18:00:00","20-031718","MALICIOUSLY DEFACE W/PAINT/ETC","22Y","4000 35TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 00:00:00","20-031719","POSS STOLEN VEH/VES/ETC","29X","5800 BANCROFT AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 00:00:00","20-031719","VEHICLE THEFT - AUTO","29X","5800 BANCROFT AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 15:30:00","20-031720","VEHICLE THEFT - AUTO","21X","1900 26TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 15:00:00","20-031722","VEHICLE THEFT - AUTO","12Y","00 EUCALYPTUS RD","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 14:20:00","20-031724","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","27X","1400 HIGH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 14:20:00","20-031724","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","27X","1400 HIGH ST","Oakland","CA"
"","2020-06-29 09:30:00","20-031728","BURGLARY-FORCIBLE ENTRY","13Y","5700 FLORENCE TER","Oakland","CA"
"OTHER","2020-06-29 13:42:00","20-031729","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","29X","5900 FORTUNE WY","Oakland","CA"
"WEAPONS","2020-06-29 14:00:00","20-031730","PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION","34X","2000 86TH AV","Oakland","CA"
"PETTY THEFT","2020-06-25 00:00:00","20-031731","THEFT","02X","900 ADELINE ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 14:36:00","20-031732","BATTERY","09X","200 W MACARTHUR BLVD","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 14:36:00","20-031732","VIOLATE CIVIL RIGHTS BY FORCE OR THREAT OF FORCE","09X","200 W MACARTHUR BLVD","Oakland","CA"
"PETTY THEFT","2020-06-28 00:00:00","20-031733","THEFT","27Y","62ND AV & BROMLEY AV","Oakland","CA"
"HOMICIDE","2020-06-29 15:11:00","20-031734","SC UNEXPLAINED DEATH","77X","500 OAK ST","Oakland","CA"
"ROBBERY","2020-06-29 14:45:00","20-031735","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","30X","6900 FRESNO ST","Oakland","CA"
"BRANDISHING","2020-06-29 10:00:00","20-031736","EXHIBIT FIREARM","07X","3200 HOLLIS ST","Oakland","CA"
"STOLEN VEHICLE","2020-06-18 08:00:00","20-031745","VEHICLE THEFT - AUTO","35Y","4300 BRIAR CLIFF RD","Oakland","CA"
"VANDALISM","2020-06-29 12:50:00","20-031748","VANDALISM [UNDER $1,000] (AMENDED)","10Y","900 44TH ST","Oakland","CA"
"ROBBERY","2020-06-29 17:00:00","20-031749","ASSAULT WITH CAUSTIC CHEMICAL/ETC","23X","3800 INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2020-06-29 17:00:00","20-031749","ROBBERY-OTHER DANGEROUS WEAPON","23X","3800 INTERNATIONAL BLVD","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 17:24:00","20-031751","BATTERY","23X","1600 HIGH ST","Oakland","CA"
"STOLEN VEHICLE","2020-06-26 10:00:00","20-031756","VEHICLE THEFT - AUTO","77X","200 LAKESHORE AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 17:55:00","20-031757","POSS STOLEN VEH/VES/ETC","32X","1500 105TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 17:55:00","20-031757","POSSESS NARCOTIC CONTROLLED SUBSTANCE","32X","1500 105TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 17:55:00","20-031757","POSSESS/ETC BURGLARY TOOLS","32X","1500 105TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 17:55:00","20-031757","VEHICLE THEFT - AUTO","32X","1500 105TH AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 17:18:00","20-031758","SC STOLEN VEHICLE - AUTO","31X","00 SWAN WY","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 19:30:00","20-031759","VEHICLE THEFT - AUTO","14X","300 PARK VIEW TER","Oakland","CA"
"OTHER","2020-06-28 00:00:00","20-031765","ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","21X","3100 SHEFFIELD AV","Oakland","CA"
"STOLEN VEHICLE","2020-06-29 15:37:00","20-031766","VEHICLE THEFT - AUTO","23X","1000 40TH AV","Oakland","CA"
"PETTY THEFT","2020-06-29 18:38:00","20-031767","THEFT","08X","3200 HARRISON ST","Oakland","CA"
"THREATS","2020-06-29 19:17:00","20-031768","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","29X","5900 FORTUNE WY","Oakland","CA"
"THREATS","2020-06-29 19:17:00","20-031768","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","29X","5900 FORTUNE WY","Oakland","CA"
"THREATS","2020-06-29 19:17:00","20-031768","WILLFUL CRUELTY TO CHILD","29X","5900 FORTUNE WY","Oakland","CA"
"STOLEN VEHICLE","2020-06-28 18:00:00","20-031769","VEHICLE THEFT - AUTO","15X","300 HANOVER AV","Oakland","CA"
"VANDALISM","2020-06-29 09:42:00","20-031770","VANDALISM","31Z","100 LOUVAINE AV","Oakland","CA"
"OTHER","2020-06-29 20:29:00","20-031771","SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","26Y","1300 65TH AV","Oakland","CA"
"OTHER","2020-06-29 20:29:00","20-031771","SHOOT:INHAB DWELL/VEH/ETC","26Y","1300 65TH AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-06-29 19:30:00","20-031772","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","23X","1400 35TH AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-06-29 20:21:00","20-031777","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","35X","2400 94TH AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-06-29 20:57:00","20-031780","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30Y","2600 79TH AV","Oakland","CA"
"PETTY THEFT","2020-06-29 00:00:00","20-031781","THEFT","22X","3900 LYMAN RD","Oakland","CA"
"BURG - AUTO","2019-12-20 17:00:00","20-900378","BURGLARY-AUTO","01X","3RD ST & WASHINGTON ST","Oakland","CA"
"VANDALISM","2019-11-15 06:25:00","20-900379","VANDALISM","03X","300 11TH ST","Oakland","CA"
"BURG - AUTO","2019-12-22 18:00:00","20-900380","BURGLARY-AUTO","99X","4400 SHELLMOUND ST","Oakland","CA"
"VANDALISM","2019-12-22 18:15:00","20-900381","VANDALISM","08X","2400 BROADWAY","Oakland","CA"
"FRAUD","2019-12-23 13:35:00","20-900382","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","14Y","3100 LAKESHORE AV","Oakland","CA"
"BURG - AUTO","2019-12-22 14:30:00","20-900383","BURGLARY-AUTO","14Y","500 LAKE PARK AV","Oakland","CA"
"BURG - AUTO","2019-12-23 01:01:00","20-900384","BURGLARY-AUTO","12Y","5900 KEITH AV","Oakland","CA"
"PETTY THEFT","2019-12-31 07:30:00","20-900385","MAIL/ETC THEFT/ETC","26Y","00 SPENCER ST","Oakland","CA"
"BURG - AUTO","2020-01-06 20:38:00","20-900386","BURGLARY-AUTO","14Y","3300 GRAND AV","Oakland","CA"
"PETTY THEFT","2019-11-15 00:00:00","20-900387","THEFT","14Y","400 FAIRBANKS AV","Oakland","CA"
"BURG - AUTO","2019-11-16 15:45:00","20-900388","BURGLARY-AUTO","01X","300 3RD ST","Oakland","CA"
